reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.01,35775.8691796875
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.025,35776.21484375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.05,35879.9140625
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.1,36052.74609375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.15,36151.2603515625
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.2,36363.84375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.25,36424.3349609375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.3,36536.6796875
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.35,36571.24609375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.4,36709.51171875
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.45,36813.2109375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.5,36951.47265625
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.55,37020.60546875
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.6,37103.56484375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.65,37158.87109375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.7,37228.00390625
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.75,37305.7783203125
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.8,37366.26953125
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.85,37469.96875
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.9,37608.234375
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.95,37781.0703125
2025-02-01,wk inc flu hosp,-1,US,2025-01-25,quantile,0.975,37781.934375
