"location","reference_date","horizon","target","target_end_date","output_type","output_type_id","value"
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.01",3
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.025",3
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.05",3
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.1",3
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.15",3
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.2",3.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.25",5.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.3",7
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.35",7.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.4",10.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.45",13
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.5",13.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.55",14.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.6",15
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.65",17.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.7",19.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.75",22
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.8",24
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.85",25.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.9",26.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.95",28.5
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.975",29
"01",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.99",30
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.01",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.025",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.05",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.1",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.15",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.2",0
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.25",1
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.3",3
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.35",6
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.4",8.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.45",10
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.5",11
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.55",12
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.6",12.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.65",15
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.7",17
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.75",19.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.8",21.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.85",23
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.9",27.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.95",34.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.975",36.5
"01",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.99",39
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.01",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.025",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.05",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.1",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.15",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.2",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.25",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.3",0
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.35",2.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.4",5.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.45",8
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.5",9.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.55",10.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.6",12
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.65",13.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.7",16
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.75",18
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.8",20
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.85",24
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.9",28.5
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.95",34
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.975",40
"01",2024-04-20,2,"wk inc flu hosp",2024-05-04,"quantile","0.99",45.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.01",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.025",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.05",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.1",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.15",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.2",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.25",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.3",0
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.35",2.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.4",5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.45",7.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.5",9.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.55",11
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.6",12.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.65",14.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.7",16.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.75",18.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.8",21
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.85",24.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.9",29.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.95",36
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.975",41.5
"01",2024-04-20,3,"wk inc flu hosp",2024-05-11,"quantile","0.99",47
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.01",6
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.025",6
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.05",6
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.1",6.5
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.15",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.2",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.25",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.3",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.35",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.4",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.45",7
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.5",8
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.55",8
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.6",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.65",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.7",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.75",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.8",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.85",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.9",9
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.95",9.5
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.975",9.5
"02",2024-04-20,0,"wk inc flu hosp",2024-04-20,"quantile","0.99",9.5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.01",5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.025",5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.05",5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.1",6
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.15",6
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.2",6
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.25",7
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.3",7
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.35",7
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.4",7.5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.45",7.5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.5",8
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.55",8
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.6",8
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.65",8
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.7",9
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.75",9
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.8",9.5
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.85",10
"02",2024-04-20,1,"wk inc flu hosp",2024-04-27,"quantile","0.9",10
