"location","reference_date","horizon","target","target_end_date","output_type","output_type_id","value"
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.01",86.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.025",90
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.05",96
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.1",106.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.15",112
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.2",121
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.25",123.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.3",127
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.35",130.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.4",140.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.45",153
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.5",171
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.55",182
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.6",193
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.65",203
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.7",210.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.75",216.5
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.8",222
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.85",227
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.9",236
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.95",246
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.975",251
"01",2024-01-27,0,"wk inc flu hosp",2024-01-27,"quantile","0.99",254
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.01",29.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.025",39.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.05",51
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.1",67.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.15",77.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.2",90
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.25",110.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.3",125.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.35",136
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.4",145.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.45",153.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.5",160
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.55",165
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.6",174
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.65",184.5
"01",2024-01-27,1,"wk inc flu hosp",2024-02-03,"quantile","0.7",197.5
