"location","reference_date","horizon","target","target_end_date","output_type","output_type_id","value"
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.01",13
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.025",13.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.05",14
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.1",16
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.15",17
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.2",18.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.25",19.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.3",20.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.35",22
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.4",23
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.45",23
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.5",24
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.55",24
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.6",25
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.65",26
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.7",26
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.75",26.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.8",27.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.85",29
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.9",30
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.95",31.5
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.975",32
"01",2025-05-17,0,"wk inc flu hosp",2025-05-17,"quantile","0.99",32.5
