"location","reference_date","horizon","target","target_end_date","output_type","output_type_id","value"
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.01",42.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.025",43
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.05",43.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.1",45.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.15",46.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.2",47.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.25",49
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.3",50
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.35",50.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.4",51.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.45",52.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.5",54.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.55",57
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.6",59
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.65",60
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.7",61.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.75",63.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.8",65
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.85",66.5
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.9",69
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.95",72
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.975",74
"01",2024-11-30,0,"wk inc flu hosp",2024-11-30,"quantile","0.99",75
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.01",39
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.025",41
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.05",43.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.1",46
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.15",48.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.2",50.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.25",52
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.3",54
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.35",55.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.4",57
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.45",59
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.5",59.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.55",61.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.6",63.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.65",65.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.7",67.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.75",70
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.8",73
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.85",76.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.9",80.5
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.95",86
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.975",89
"01",2024-11-30,1,"wk inc flu hosp",2024-12-07,"quantile","0.99",94
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.01",37
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.025",40.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.05",44
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.1",48
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.15",51.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.2",53.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.25",56
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.3",58
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.35",59.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.4",61
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.45",62.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.5",64.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.55",67
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.6",69.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.65",71.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.7",75
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.75",78
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.8",81.5
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.85",85
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.9",90
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.95",98
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.975",103
"01",2024-11-30,2,"wk inc flu hosp",2024-12-14,"quantile","0.99",109
"01",2024-11-30,3,"wk inc flu hosp",2024-12-21,"quantile","0.01",39
"01",2024-11-30,3,"wk inc flu hosp",2024-12-21,"quantile","0.025",41.5
"01",2024-11-30,3,"wk inc flu hosp",2024-12-21,"quantile","0.05",46
"01",2024-11-30,3,"wk inc flu hosp",2024-12-21,"quantile","0.1",51
"01",2024-11-30,3,"wk inc flu hosp",2024-12-21,"quantile","0.15",54.5
